,Year,Title,0,1,2,3,4,5
742,53,2684,14,16,16,14,16,14
743,48,147,14,14,3,14,14,14
744,48,2265,1,9,9,9,9,1
745,69,2984,1,3,1,3,1,1
746,55,3112,15,15,15,15,15,15
747,55,958,3,3,3,3,3,3
748,53,3504,3,3,3,3,3,3
749,55,3657,15,15,15,15,15,15
750,77,959,12,12,12,12,12,12
751,65,131,9,9,9,9,9,9
752,65,640,14,7,7,14,14,14
753,65,2324,3,3,3,3,3,3
754,48,3544,3,16,3,3,16,3
755,65,205,3,14,14,3,3,14
756,65,3033,3,3,3,3,3,3
757,48,2701,3,3,3,3,3,3
758,48,162,3,3,3,3,3,3
759,65,3458,15,15,15,15,15,15
760,73,1148,3,3,3,3,3,3
761,27,2626,14,3,3,14,14,14
762,53,1630,14,14,14,14,14,14
763,68,1977,3,3,3,3,3,3
764,40,1933,3,3,3,3,3,3
765,28,319,2,2,2,2,2,2
766,55,3733,3,14,3,14,14,3
767,48,2337,12,12,12,12,12,12
768,65,3016,3,3,3,3,3,3
769,30,1156,3,3,16,3,16,3
770,65,719,17,17,4,12,4,17
771,65,1732,3,3,3,3,3,3
772,65,2918,0,0,0,0,0,0
773,65,3087,1,8,11,8,1,11
774,65,2449,14,14,14,14,14,14
775,65,2687,14,14,14,14,14,14
776,65,3618,0,17,0,0,0,0
777,48,2587,15,15,15,15,15,15
778,65,2639,4,4,16,10,16,16
779,34,3436,3,3,3,3,3,3
780,55,2168,3,3,3,3,3,3
781,48,1969,15,15,15,15,15,15
782,27,2133,10,10,10,10,10,10
783,77,1018,3,3,3,3,3,3
784,55,3328,14,14,3,3,3,3
785,55,2371,3,3,3,3,3,3
786,38,2569,3,3,3,3,3,3
787,88,2674,14,14,14,14,14,14
788,65,241,17,0,9,0,9,9
789,65,463,2,14,2,14,2,14
790,65,340,6,6,6,3,3,3
791,65,3939,1,1,14,14,1,1
792,65,3078,16,3,3,3,3,3
793,65,1007,16,16,16,16,16,16
794,65,1735,14,14,16,14,16,14
795,65,2374,3,3,3,3,3,3
796,65,386,3,3,3,3,3,3
797,48,2461,16,16,16,16,14,14
798,65,2001,1,9,9,1,1,1
799,65,2189,17,17,9,9,17,17
800,65,2096,14,10,10,1,14,14
801,55,633,14,14,14,14,14,14
802,55,1396,3,3,3,3,3,3
803,65,914,14,14,14,14,14,14
804,48,3692,3,3,3,3,3,3
805,48,2534,6,17,6,0,6,0
806,48,3100,3,3,3,3,3,3
807,65,1310,14,14,14,14,14,14
808,77,2134,3,14,14,3,14,14
809,52,498,3,3,3,3,3,3
810,48,216,16,16,16,16,16,16
811,53,3793,3,3,3,3,3,3
812,51,1889,3,3,3,3,3,3
813,77,1631,3,3,3,3,3,3
814,65,804,16,16,16,14,16,14
815,48,1884,3,3,3,3,3,3
816,48,2802,3,3,3,3,3,3
817,65,3075,1,9,9,9,9,9
818,65,481,11,14,14,11,14,14
819,65,2530,14,14,14,14,14,14
820,48,311,3,3,3,3,3,3
821,65,1298,3,3,0,3,0,3
822,65,1140,14,14,14,14,14,14
823,65,341,14,14,14,14,14,14
824,65,3280,3,3,3,3,3,3
825,65,2887,0,9,17,9,0,9
826,65,1632,1,14,14,14,14,1
827,65,3872,14,14,14,3,14,16
828,65,3807,0,17,0,0,17,0
829,65,966,14,14,14,14,14,14
830,59,198,2,2,2,2,2,2
831,65,1199,2,2,2,2,2,2
832,48,2102,3,3,3,3,3,3
833,77,1957,3,3,3,3,3,3
834,55,453,3,3,3,3,3,3
835,48,2656,3,3,3,3,3,3
836,65,2041,14,14,3,3,14,3
837,65,1233,3,3,3,3,3,3
838,65,1454,17,17,4,4,0,17
839,48,1012,7,7,7,3,7,3
840,65,1240,3,3,3,3,3,3
841,65,3126,16,14,16,14,16,16
842,53,736,3,3,3,3,3,3
843,41,3483,3,3,3,3,3,3
844,34,2912,3,3,3,3,3,3
845,77,597,14,14,14,14,14,14
846,74,2046,3,3,3,3,3,3
847,78,3062,7,3,3,3,3,7
848,65,2443,15,15,15,15,15,15
849,55,2601,14,14,14,14,14,14
850,53,3754,0,0,17,0,17,0
851,65,2386,3,3,3,3,3,3
852,55,2407,14,14,14,14,14,14
853,48,3317,14,3,3,14,14,14
854,48,1184,3,3,3,3,3,3
855,65,465,7,3,16,0,0,7
856,65,3409,14,14,7,14,14,7
857,88,123,14,14,14,14,14,14
858,65,2554,7,7,7,7,7,7
859,30,2235,14,14,14,14,14,14
860,65,1529,14,14,14,14,14,14
861,55,1985,3,3,3,3,3,3
862,47,1990,3,3,3,3,3,3
863,48,1552,7,3,7,7,3,3
864,55,3704,3,3,3,3,3,3
865,77,3463,17,17,17,17,17,17
866,65,3110,3,3,3,3,3,3
867,48,2998,3,3,3,3,3,3
868,30,2376,2,2,2,2,2,2
869,65,3235,0,0,4,0,0,4
870,65,2666,1,14,14,14,14,1
871,65,3438,3,0,0,0,3,3
872,48,3249,3,3,3,3,3,3
873,65,811,10,10,10,1,3,3
874,65,289,17,17,17,17,17,17
875,60,3569,3,3,3,3,3,3
876,48,1704,8,1,1,1,8,1
877,55,578,16,16,16,16,16,16
878,37,1701,0,0,0,0,0,0
879,48,1868,2,0,0,0,0,2
880,65,3454,16,14,16,3,14,3
881,65,2221,3,3,3,3,3,3
882,22,3240,16,16,16,16,16,16
883,53,799,3,3,3,3,3,3
884,55,446,3,3,3,3,3,3
885,95,957,12,9,12,9,9,9
886,35,845,14,16,16,14,14,14
887,58,2845,11,16,11,16,16,16
888,25,2812,16,11,11,16,16,11
889,71,3882,14,14,14,14,14,11
890,50,358,3,3,16,16,16,16
891,41,3698,6,6,0,0,0,0
892,20,3863,6,6,0,0,6,0
893,82,1306,14,14,14,14,14,14
894,70,3688,6,6,6,0,6,6
895,82,1432,11,16,11,16,16,14
896,59,2988,3,3,3,3,0,3
897,86,3236,14,3,14,3,3,3
898,59,968,7,7,7,7,14,7
899,97,99,0,6,16,0,14,14
900,32,3177,16,3,12,16,16,12
901,24,1061,6,6,5,6,5,5
902,23,3683,16,16,16,11,16,16
903,20,292,14,16,14,14,14,14
904,49,270,16,16,16,16,14,16
905,56,1570,3,3,3,1,1,3
906,70,494,11,11,11,11,11,11
907,56,1354,1,11,1,1,1,3
908,56,2428,3,16,16,12,16,12
909,40,3809,14,14,14,14,14,14
910,69,157,5,5,5,5,5,5
911,24,1474,3,3,3,3,3,3
912,28,1995,0,0,4,0,0,4
913,33,229,16,9,16,16,16,9
914,69,2343,3,3,3,3,3,3
915,56,3214,14,14,14,14,14,14
916,35,1307,0,0,16,16,0,0
917,35,926,0,0,0,0,0,0
918,73,1381,5,0,0,5,5,16
919,79,3490,16,6,16,0,16,0
920,71,366,16,16,16,16,16,16
921,18,381,0,16,16,0,14,16
922,69,2334,14,14,14,14,14,14
923,49,1359,14,14,14,14,14,14
924,56,3041,14,16,14,16,16,14
925,71,664,16,16,16,16,14,14
926,41,159,11,11,11,11,11,11
927,41,144,3,3,3,3,3,3
928,29,766,9,9,17,9,17,17
929,35,997,9,9,9,9,9,9
930,70,675,5,7,6,7,5,5
931,33,2478,16,3,16,3,3,16
932,31,2917,3,3,3,3,3,3
933,89,2906,14,11,14,11,16,16
934,32,3297,3,3,14,3,12,14
935,72,564,14,14,14,14,14,14
936,52,591,3,3,3,3,3,3
937,18,685,3,3,3,3,3,3
938,82,3089,6,6,6,6,6,6
939,35,3640,14,14,14,14,14,14
940,52,1492,14,14,14,14,9,9
941,73,2849,3,3,3,3,3,3
942,56,143,3,3,3,3,3,3
943,29,1576,14,14,14,14,14,14
944,24,755,16,3,16,16,3,3
945,19,2855,3,3,3,3,3,3
946,95,617,6,6,14,14,6,14
947,82,3415,3,3,3,3,3,3
948,73,1282,7,7,3,7,3,7
949,72,589,3,3,3,3,3,3
950,56,1573,3,3,3,7,7,7
951,74,876,11,11,11,11,11,11
952,33,2609,13,13,13,13,13,13
953,89,395,0,0,0,0,0,0
954,79,3623,3,3,3,3,3,3
955,95,3348,13,13,13,13,13,13
956,28,411,4,4,4,4,4,4
957,25,2162,9,16,16,12,12,17
958,20,3433,14,14,14,14,3,14
959,41,1689,3,3,3,3,3,3
960,20,1091,3,3,3,3,3,3
961,24,1855,3,3,3,3,3,3
962,29,1545,16,3,3,16,16,3
963,31,3510,14,14,11,11,14,11
964,91,1076,12,12,16,16,12,16
965,72,521,6,6,6,6,6,6
966,84,1898,3,3,3,3,3,3
967,48,558,12,3,12,3,3,3
968,27,3431,17,17,17,17,17,17
969,30,1448,3,3,3,3,3,3
970,18,738,3,3,3,3,3,3
971,48,1805,16,16,16,16,16,16
972,65,1962,14,14,3,14,3,14
973,65,2588,15,15,15,15,15,15
974,65,3762,1,1,1,1,9,1
975,30,1940,3,3,16,3,3,16
976,65,2177,14,14,3,3,3,14
977,48,476,3,3,3,3,3,3
978,65,2242,9,17,17,0,17,0
979,65,3533,3,3,3,12,12,12
980,65,2551,0,0,0,0,0,0
981,65,1813,3,3,3,3,3,3
982,65,320,3,3,3,3,3,3
983,65,3679,3,17,17,3,17,13
984,65,3323,3,0,0,3,0,3
985,65,2834,17,7,17,17,17,17
986,65,2141,7,7,7,7,7,7
987,65,3593,7,7,7,7,7,7
988,40,3728,14,14,14,14,14,14
989,65,1739,14,14,14,14,14,14
990,65,532,0,3,3,3,3,0
991,65,2655,0,0,0,17,0,17
992,65,3133,14,14,14,14,1,14
993,65,3742,3,3,3,3,3,3
994,61,1584,14,13,1,13,13,14
995,18,3666,13,13,13,13,13,13
996,61,1939,1,10,1,9,10,10
997,43,971,14,1,1,14,14,1
998,38,3340,1,1,9,14,9,14
999,71,448,1,1,1,3,3,3
1000,50,167,3,3,3,3,3,1
1001,86,3730,3,14,3,1,3,1
1002,77,1699,9,1,9,9,1,9
1003,59,3450,14,1,1,14,1,14
1004,86,2108,9,9,9,1,9,9
1005,57,3077,14,1,14,6,6,14
1006,20,2696,9,4,9,9,10,9
1007,77,1832,14,14,14,14,14,14
1008,55,3651,1,1,1,1,1,14
1009,69,1037,1,11,11,1,11,1
1010,28,2318,8,1,1,8,8,1
1011,79,2673,8,1,1,8,1,1
1012,97,2934,8,8,8,1,1,8
1013,74,2160,3,3,1,3,3,1
1014,88,2436,3,3,3,3,3,3
1015,23,1030,11,11,1,11,1,14
1016,24,2570,11,1,1,8,8,11
1017,81,896,11,11,9,9,9,1
1018,98,3772,11,1,1,1,1,11
1019,25,2029,11,1,8,1,1,1
1020,67,880,8,8,1,8,1,1
1021,65,1092,7,7,7,7,7,7
1022,57,302,11,11,11,11,11,11
1023,37,2879,0,0,17,0,0,0
1024,53,3723,17,17,17,17,4,4
1025,65,3304,3,3,3,3,3,3
1026,48,915,15,15,15,15,15,15
1027,65,1370,3,3,3,3,3,3
1028,65,3341,3,3,3,3,3,3
1029,65,3291,14,14,14,14,14,14
1030,65,3135,3,16,16,3,16,16
1031,65,1767,3,3,3,3,3,3
1032,65,214,3,3,14,3,3,3
1033,65,1019,16,3,3,3,16,16
1034,65,1924,17,0,17,0,17,0
1035,65,345,17,17,9,17,17,9
1036,65,392,3,15,15,3,3,15
1037,65,2444,3,3,3,3,3,3
1038,65,2540,3,3,3,3,3,3
1039,65,258,7,3,3,3,7,7
1040,65,2238,3,3,3,3,3,3
1041,30,2339,0,0,0,0,0,0
1042,65,293,3,3,3,3,3,3
1043,65,2002,14,11,14,11,16,16
1044,65,146,3,3,3,3,3,3
1045,65,728,16,16,16,3,16,3
1046,65,2113,14,14,14,3,14,14
1047,65,1402,7,3,3,3,7,7
1048,65,832,3,3,3,3,3,3
1049,65,1806,3,3,3,3,3,3
1050,65,2649,8,1,14,14,14,8
1051,69,1195,6,6,6,6,6,6
1052,31,2172,14,11,14,16,14,11
1053,31,339,16,16,16,14,11,14
1054,33,1252,7,5,7,5,7,7
1055,70,160,5,0,0,5,0,5
1056,58,2414,9,9,9,9,9,9
1057,55,3469,16,12,12,12,12,12
1058,98,1163,1,10,9,9,14,9
1059,55,3875,14,14,14,14,14,14
1060,50,3879,0,0,0,0,0,0
1061,68,2132,4,14,14,4,4,4
1062,98,2785,12,14,14,14,12,12
1063,37,1062,14,14,14,14,14,14
1064,85,2025,14,14,14,14,14,14
1065,40,2357,14,14,11,11,14,11
1066,78,3312,3,3,3,3,3,3
1067,57,2305,11,14,11,11,14,11
1068,51,338,3,7,7,3,7,3
1069,41,2257,3,3,3,9,3,9
1070,20,1835,6,0,0,6,6,0
1071,48,3174,11,11,11,11,11,11
1072,27,703,11,16,11,16,11,16
1073,53,1996,0,7,7,7,0,7
1074,62,3397,12,12,3,12,3,3
1075,92,3105,14,14,14,14,14,14
1076,53,1259,6,6,6,0,6,0
1077,88,2059,3,3,11,11,3,3
1078,53,2022,3,3,16,3,12,3
1079,53,3154,3,3,3,3,3,3
1080,40,2366,3,3,3,3,3,3
1081,40,252,1,3,10,4,4,4
1082,65,2212,14,14,14,14,14,14
1083,29,826,3,3,3,3,3,3
1084,34,2501,17,17,17,16,17,17
1085,62,3168,17,16,16,16,16,17
1086,65,511,17,17,17,17,17,17
1087,18,2600,3,3,3,3,3,3
1088,25,3142,3,3,3,3,3,3
1089,65,2097,2,2,2,2,2,2
1090,65,3665,15,15,15,15,15,15
1091,88,986,14,14,14,14,14,14
1092,48,3192,15,15,15,15,15,15
1093,65,2071,3,3,3,3,3,3
1094,65,2380,17,17,17,17,17,17
1095,65,1397,15,15,15,15,15,15
1096,65,863,17,3,3,17,3,3
1097,65,897,14,14,14,14,14,14
1098,65,573,3,3,3,3,3,3
1099,48,1674,14,3,3,3,3,14
1100,48,2727,3,3,3,3,3,3
1101,65,931,3,3,3,3,3,3
1102,48,3233,13,9,13,13,9,9
1103,30,1668,3,3,3,3,3,3
1104,65,3508,3,3,3,3,3,3
1105,65,2965,3,3,3,3,3,3
1106,48,343,15,15,15,15,15,15
1107,65,1733,15,15,15,15,15,15
1108,67,3767,3,3,3,3,3,3
1109,38,665,14,14,14,14,14,14
1110,88,2496,10,14,14,10,14,14
1111,92,1633,17,4,17,17,9,17
1112,90,2552,2,2,2,2,2,2
1113,67,2003,4,0,4,4,17,17
1114,90,3009,2,2,2,2,2,2
1115,62,1655,3,3,3,3,3,3
1116,62,2129,3,3,3,3,3,3
1117,55,1569,3,14,14,14,3,3
1118,77,3224,3,3,3,17,17,3
1119,90,3680,14,14,14,14,14,14
1120,38,2127,14,14,14,14,14,14
1121,65,2440,16,16,16,16,16,16
1122,48,850,15,15,15,15,15,15
1123,65,2119,3,3,3,3,3,3
1124,65,3211,3,3,3,3,3,3
1125,48,587,3,3,3,3,3,3
1126,65,1972,3,3,3,3,3,3
1127,65,485,14,14,14,14,14,14
1128,65,220,15,15,15,15,15,15
1129,65,1045,15,15,15,15,15,15
1130,48,2398,3,3,14,3,3,14
1131,65,3867,15,15,15,15,15,15
1132,77,2664,14,8,8,8,8,14
1133,55,1335,3,15,3,15,3,15
1134,40,475,3,3,3,3,3,3
1135,55,1749,8,8,0,8,8,0
1136,93,806,0,5,7,7,5,5
1137,93,416,5,5,5,5,5,5
1138,33,543,5,5,5,5,5,5
1139,62,317,3,3,3,3,3,3
1140,32,369,3,3,3,3,3,3
1141,73,2312,3,3,3,3,3,3
1142,89,2107,14,14,14,14,14,14
1143,89,2924,16,16,16,16,16,16
1144,82,2286,14,14,14,14,14,14
1145,85,2239,3,3,3,3,3,3
1146,78,722,14,14,14,14,14,14
1147,55,3656,3,3,3,3,3,3
1148,75,3298,3,3,3,3,3,3
1149,65,753,3,0,3,0,3,0
1150,48,725,14,14,14,14,14,14
1151,65,2972,14,14,14,14,14,14
1152,65,1346,2,2,2,2,2,2
1153,34,1793,15,15,15,15,15,15
1154,48,3885,17,17,17,17,17,17
1155,53,1049,14,14,14,14,14,14
1156,37,2712,14,14,3,16,14,16
1157,92,554,3,3,3,3,3,3
1158,55,2023,14,14,14,14,14,14
1159,88,3329,14,14,4,4,4,14
1160,88,3672,3,3,3,3,3,3
1161,88,3010,3,3,3,3,3,3
1162,71,2558,12,3,12,12,3,3
1163,34,359,7,5,3,3,5,3
1164,88,2830,14,14,14,14,14,14
1165,48,3829,17,17,17,17,17,17
1166,65,396,3,16,3,16,16,3
1167,88,1530,14,12,14,14,12,14
1168,92,128,3,3,3,3,3,3
1169,92,3810,3,3,3,3,3,3
1170,53,2859,3,3,3,3,3,3
1171,53,2821,14,16,14,16,14,16
1172,37,924,15,15,15,15,15,15
1173,34,1758,3,3,3,3,3,3
1174,88,2006,15,15,15,15,15,15
1175,34,2427,15,15,15,15,15,15
1176,61,1194,3,3,3,3,3,3
1177,66,2317,14,14,14,14,14,14
1178,90,353,9,12,4,12,12,17
1179,27,1236,17,9,17,16,14,9
1180,67,3620,17,9,17,17,17,9
1181,80,2250,4,4,4,4,4,4
1182,62,2338,12,17,12,12,17,0
1183,75,1264,17,17,13,13,17,13
1184,27,3426,14,14,14,14,14,14
1185,71,2882,3,3,3,3,3,3
1186,21,3525,9,9,12,9,12,9
1187,62,862,0,1,4,8,17,12
1188,98,670,4,4,4,4,4,4
1189,21,1894,3,3,3,3,3,3
1190,85,1685,12,12,12,3,12,12
1191,43,943,13,13,13,13,13,13
1192,42,2759,4,4,16,4,16,17
1193,27,297,14,16,14,16,14,14
1194,74,2726,6,0,6,6,6,0
1195,34,2445,3,7,3,3,7,3
1196,85,2653,4,4,17,2,0,2
1197,77,956,4,9,14,17,4,2
1198,37,1077,16,16,9,16,9,9
1199,80,2578,12,12,12,12,3,3
1200,92,1055,0,17,17,17,0,0
1201,86,3668,2,0,0,0,2,2
1202,90,2143,11,11,17,14,14,11
1203,38,1601,3,17,17,7,7,7
1204,27,3360,12,17,12,12,12,17
1205,53,1695,8,14,8,14,8,14
1206,92,1263,12,3,3,3,12,12
1207,36,3471,3,3,3,3,3,3
1208,58,2421,14,14,16,14,16,16
1209,36,413,7,7,3,7,0,7
1210,90,3398,3,3,3,3,3,3
1211,81,786,16,16,14,16,16,16
1212,42,3822,3,3,3,3,3,3
1213,85,953,4,6,4,4,6,6
1214,67,3798,17,17,12,17,3,3
1215,68,3054,14,14,7,14,14,14
1216,98,3647,14,14,14,14,14,14
1217,34,331,3,14,14,14,14,14
1218,71,759,3,3,3,3,3,3
1219,42,3423,14,14,14,14,14,14
1220,36,2677,17,0,4,17,4,4
1221,53,3669,14,2,2,14,14,14
1222,92,1075,12,3,12,12,17,17
1223,34,553,3,3,14,3,14,3
1224,85,2486,3,16,14,3,14,16
1225,34,3464,3,3,3,3,3,3
1226,92,368,3,3,3,3,3,3
1227,51,1609,3,3,16,3,3,16
1228,41,2420,5,0,5,0,0,7
1229,34,2822,0,0,0,0,0,0
1230,71,948,12,3,12,3,3,3
1231,97,1360,3,3,3,3,3,3
1232,38,3106,5,5,6,0,0,6
1233,25,3590,3,3,4,3,3,4
1234,93,1646,9,9,9,9,9,9
1235,27,377,14,14,2,14,2,2
1236,22,3171,14,12,14,14,12,14
1237,80,110,14,14,14,14,14,14
1238,90,2515,2,2,2,2,2,2
1239,62,1453,3,14,9,14,9,14
1240,45,3322,5,0,0,5,7,5
1241,27,2643,9,9,9,2,2,9
1242,97,134,9,12,12,9,12,9
1243,66,301,12,12,12,3,3,12
1244,67,1714,6,6,16,6,17,6
1245,77,3841,14,14,16,16,16,16
1246,53,2153,13,13,13,13,13,13
1247,21,305,0,5,0,5,0,5
1248,34,1412,3,3,3,3,3,3
1249,70,324,6,14,14,14,14,0
1250,80,3462,4,4,14,4,14,4
1251,88,2064,3,3,3,3,3,3
1252,87,272,12,12,12,3,12,3
1253,62,3734,3,3,3,3,3,14
1254,37,652,4,4,8,9,9,0
1255,62,2090,17,17,9,9,9,17
1256,51,683,3,14,14,14,3,14
1257,34,2045,3,16,3,17,16,3
1258,38,2618,14,2,14,14,14,14
1259,88,2994,14,3,3,14,3,3
1260,88,1083,3,3,3,3,3,3
1261,35,1142,14,14,14,14,14,14
1262,35,2281,1,8,1,11,1,11
1263,58,3693,13,13,13,13,13,13
1264,73,2733,6,6,6,6,5,5
1265,92,1186,14,14,14,14,14,14
1266,90,1097,3,3,3,3,3,3
1267,59,1479,3,17,9,3,3,9
1268,36,1105,11,3,14,3,3,11
1269,42,350,12,15,12,15,15,15
1270,27,221,16,3,16,3,3,16
1271,92,927,17,9,9,9,9,17
1272,85,2638,14,14,14,14,14,14
1273,40,3820,3,3,3,3,3,3
1274,87,3201,14,12,14,12,12,12
1275,37,894,3,3,3,3,3,3
1276,62,3858,16,3,3,3,16,3
1277,80,3719,14,14,14,14,14,14
1278,40,2237,3,12,11,3,12,12
1279,36,3524,12,3,12,12,12,3
1280,80,764,3,3,3,3,3,3
1281,52,2714,4,4,4,4,4,4
1282,92,2072,3,3,3,3,3,3
1283,61,648,9,9,9,9,9,9
1284,43,514,17,14,13,13,14,14
1285,36,1824,3,3,3,3,3,3
1286,88,434,4,4,3,3,3,3
1287,92,1901,16,14,14,16,16,16
1288,48,3053,14,14,14,14,14,14
1289,48,649,16,16,16,16,3,16
1290,65,1959,15,15,15,15,15,15
1291,65,1422,14,14,14,14,14,14
1292,65,2571,3,3,3,3,3,3
1293,65,2182,7,7,7,7,7,7
1294,65,3608,16,16,16,16,16,16
1295,48,3613,15,15,15,15,15,15
1296,65,3217,3,3,3,3,3,3
1297,65,1639,14,14,14,14,14,14
1298,48,1314,14,3,14,14,3,3
1299,77,2455,15,15,15,15,15,15
1300,53,1505,0,4,2,0,4,17
1301,67,2975,2,2,2,2,2,2
1302,53,3893,2,2,2,2,2,2
1303,42,2915,2,2,2,2,2,2
1304,65,3911,2,2,2,2,2,2
1305,77,1180,2,2,2,2,2,2
1306,40,2246,2,2,2,2,2,2
1307,85,991,2,2,2,2,2,2
1308,34,3251,2,2,2,2,2,2
1309,38,778,2,2,2,2,2,2
1310,62,1203,2,14,2,2,14,14
1311,81,3013,2,2,2,2,2,2
1312,27,107,0,0,2,0,2,2
1313,97,1934,2,2,2,2,2,2
1314,41,3750,2,2,4,2,4,4
1315,67,3302,2,2,2,2,17,2
1316,88,1491,2,2,2,2,2,2
1317,79,2307,2,2,2,2,2,2
1318,53,2921,16,16,16,2,16,16
1319,89,2943,2,2,2,2,2,2
1320,47,1328,2,2,2,2,2,2
1321,53,3749,2,2,2,2,2,2
1322,88,2082,0,0,0,0,0,0
1323,21,2082,5,0,5,0,0,0
1324,47,1899,2,2,2,2,2,2
1325,40,1610,2,2,2,2,2,2
1326,36,451,2,2,2,2,2,2
1327,76,3146,2,2,2,2,2,2
1328,62,1942,2,2,2,2,2,2
1329,47,737,2,2,2,2,2,2
1330,30,815,3,3,3,3,3,3
1331,65,3403,0,7,7,0,7,7
1332,65,2047,14,14,14,14,14,14
1333,65,201,3,3,3,3,3,3
1334,30,984,0,2,2,2,0,2
1335,65,2553,17,17,9,4,9,4
1336,65,571,16,3,3,3,16,3
1337,65,610,0,0,3,3,0,3
1338,65,2695,14,9,9,9,1,1
1339,40,618,3,3,3,3,3,3
1340,65,1710,15,15,15,15,15,15
1341,87,2801,3,3,3,3,3,3
1342,65,3743,3,3,3,3,3,3
1343,48,3489,17,17,17,17,17,17
1344,65,787,3,3,3,3,3,3
1345,65,1790,3,3,3,3,3,3
1346,65,2423,14,1,14,14,14,1
1347,69,797,3,3,3,3,3,3
1348,55,3066,3,0,3,0,0,3
1349,34,3199,0,17,17,17,17,0
1350,85,2387,9,9,17,4,4,4
1351,88,288,9,9,17,9,17,17
1352,92,693,9,9,17,4,9,17
1353,40,1386,17,9,9,4,17,9
1354,36,2746,17,17,4,4,9,4
1355,62,1782,9,17,4,9,4,4
1356,53,1290,9,9,17,7,14,14
1357,37,2544,13,17,13,17,14,17
1358,34,1566,13,14,17,13,14,17
1359,66,1021,11,14,11,16,11,16
1360,40,2226,16,11,16,11,16,11
1361,34,2698,3,3,3,3,3,17
1362,65,2672,4,4,17,17,4,4
1363,65,3371,3,3,3,3,3,3
1364,53,2410,17,17,17,17,17,17
1365,41,2989,13,13,13,13,13,13
1366,61,3484,17,2,17,17,17,2
1367,66,1803,17,17,2,2,2,2
1368,42,3794,17,2,2,2,17,2
1369,65,611,14,14,14,14,14,14
1370,65,1604,14,14,17,12,14,17
1371,65,3402,3,3,3,14,3,14
1372,65,108,3,3,16,16,3,16
1373,27,1366,14,14,14,14,14,14
1374,27,1209,14,14,3,3,14,14
1375,53,1063,3,3,3,7,4,4
1376,65,1968,3,3,3,3,3,3
1377,65,1258,16,12,16,16,12,16
1378,65,1243,3,3,3,3,3,3
1379,65,3367,3,3,3,3,3,3
1380,65,3527,3,3,3,3,3,3
1381,30,1892,3,7,3,3,3,3
1382,65,1796,14,8,8,14,8,14
1383,48,602,3,3,3,3,3,3
1384,65,842,2,2,2,2,2,2
1385,53,267,12,16,12,12,17,12
1386,65,3474,14,16,14,14,14,14
1387,65,2858,14,3,14,3,3,14
1388,65,1277,3,3,3,3,3,3
1389,65,1555,3,3,3,3,3,3
1390,65,1312,3,3,3,3,3,3
1391,65,1641,14,14,14,14,14,14
1392,65,3518,7,7,3,7,16,16
1393,65,1384,11,11,3,3,3,11
1394,65,318,3,3,3,3,3,3
1395,98,2214,3,3,3,3,3,3
1396,65,2979,15,15,15,15,15,15
1397,48,814,15,15,15,15,15,15
1398,30,1705,6,6,6,6,0,6
1399,65,242,3,3,3,3,3,3
1400,65,1921,17,17,17,17,17,17
1401,30,983,14,14,14,14,14,14
1402,30,2502,1,1,1,1,1,1
1403,30,2978,0,0,0,0,0,0
1404,48,1000,3,3,3,3,3,3
1405,65,2753,17,17,17,17,17,17
1406,30,1963,0,0,0,0,0,0
1407,30,424,14,17,17,14,17,14
1408,30,851,17,17,17,17,17,17
1409,55,518,14,2,14,2,14,14
1410,55,419,17,17,17,17,17,17
1411,90,642,14,14,14,14,14,14
1412,77,209,3,3,3,3,3,3
1413,30,1341,0,17,17,17,0,17
1414,30,866,14,14,14,14,14,14
1415,77,933,14,14,14,14,14,14
1416,77,2678,16,16,14,16,14,14
1417,30,516,3,3,3,3,3,3
1418,65,3685,15,15,15,15,15,15
1419,55,1459,14,14,14,14,14,14
1420,30,3332,14,14,12,12,12,14
1421,65,3634,14,14,14,14,14,14
1422,30,1329,7,7,7,7,7,7
1423,65,1116,15,15,15,15,15,15
1424,65,1356,14,14,14,14,14,14
1425,65,1088,12,12,12,12,12,12
1426,30,2492,14,14,16,14,16,14
1427,30,869,14,14,14,14,14,14
1428,65,2293,14,14,14,14,14,14
1429,30,1271,14,14,14,14,14,14
1430,30,1516,14,14,14,14,16,14
1431,30,2150,16,16,16,16,16,16
1432,30,3784,0,0,0,6,0,6
1433,30,3077,1,6,6,14,1,1
1434,30,478,14,14,14,14,14,14
1435,65,1997,15,15,15,15,15,15
1436,30,1238,16,14,14,14,16,16
1437,30,153,6,6,6,6,6,6
1438,30,872,3,3,3,3,3,3
1439,30,3486,3,3,3,7,7,3
1440,65,1542,14,14,3,3,14,14
1441,30,1627,14,14,16,14,16,14
1442,30,949,15,15,15,15,15,15
1443,30,1192,3,3,3,3,3,3
1444,30,3091,7,0,7,0,0,7
1445,30,1202,7,3,7,17,3,3
1446,30,1172,14,14,1,14,1,1
1447,65,707,16,16,16,16,16,16
1448,30,1380,3,3,3,14,3,3
1449,30,1880,16,16,16,16,16,16
1450,30,1391,0,17,16,0,0,16
1451,30,1762,3,17,3,3,0,17
1452,65,3349,14,3,3,14,14,14
1453,65,3271,3,3,3,0,0,3
1454,65,2211,6,6,6,6,6,6
1455,30,283,14,14,14,14,14,14
1456,65,1820,3,3,3,3,3,3
1457,30,635,3,3,3,3,11,3
1458,30,3768,12,3,0,17,12,0
1459,30,3000,8,8,1,11,11,11
1460,30,2240,14,14,14,14,14,14
1461,65,3917,16,16,16,16,16,16
1462,30,1854,14,14,14,14,14,14
