,Year,Title,0,1,2,3,4,5,6,7
1919,48,10214,1,19,19,1,19,1,19,19
1920,58,5176,19,19,19,19,1,19,1,19
1921,111,3631,4,18,13,18,1,4,18,1
1922,39,6918,16,16,6,18,18,18,6,6
1923,39,6881,1,1,1,1,1,1,1,1
1924,49,7362,12,15,15,10,15,10,15,15
1925,37,4197,19,8,8,2,2,2,2,15
1926,21,757,2,2,15,2,15,15,16,2
1927,66,1863,6,1,2,18,1,2,18,2
1928,58,2143,9,2,2,9,2,9,1,2
1929,55,7585,18,18,6,18,6,15,18,15
1930,92,4188,13,1,1,1,1,13,13,13
1931,82,408,4,1,4,1,4,13,13,4
1932,75,976,9,13,13,1,1,1,1,1
1933,82,6151,4,17,13,17,4,13,4,17
1934,109,9001,13,13,15,15,13,7,7,13
1935,35,4754,6,6,6,15,15,6,15,6
1936,71,10028,16,15,16,16,16,16,16,16
1937,48,4283,18,18,2,18,2,18,2,2
1938,71,7157,15,15,15,15,15,15,15,15
1939,58,6249,15,6,15,6,6,10,10,6
1940,29,4881,14,14,14,15,15,14,15,14
1941,49,6442,16,16,15,16,15,15,15,15
1942,39,7337,8,8,19,8,19,19,8,19
1943,39,1471,10,1,10,1,1,10,1,10
1944,39,6707,6,6,6,15,6,6,11,11
1945,49,5417,16,16,1,1,16,16,1,1
1946,49,1855,15,15,15,15,15,15,15,15
1947,67,676,13,1,1,13,13,13,1,13
1948,67,9623,13,13,13,1,1,1,1,1
1949,111,6930,13,7,7,13,7,7,7,7
1950,75,7295,2,2,2,2,2,2,2,2
1951,64,1071,13,1,13,13,1,13,1,1
1952,88,9319,13,13,1,1,13,1,13,13
1953,92,4429,13,13,18,1,13,1,18,13
1954,101,2484,1,13,2,1,13,13,1,2
1955,66,8133,13,18,13,13,13,13,13,13
1956,63,2668,1,1,1,13,13,1,13,13
1957,72,5120,6,13,13,6,6,18,1,18
1958,88,1110,13,1,1,1,1,1,1,13
1959,43,4695,18,13,18,13,13,4,4,18
1960,72,3869,1,1,4,4,1,4,4,1
1961,51,3932,16,13,18,16,13,13,13,15
1962,20,5492,2,13,18,2,2,13,18,13
1963,50,6815,13,4,18,4,17,4,17,18
1964,20,5427,7,7,13,13,7,13,7,7
1965,50,5395,17,17,1,1,1,1,17,1
1966,46,6911,18,18,13,1,13,13,13,18
1967,92,8298,13,1,13,18,1,1,18,18
1968,51,3813,13,1,1,13,1,1,13,13
1969,31,5984,2,13,2,1,2,13,2,2
1970,66,9442,18,4,4,4,1,2,4,18
1971,101,7251,9,9,9,9,1,9,9,1
1972,27,2214,13,13,13,13,18,13,13,18
1973,47,2060,13,13,18,18,13,13,18,18
1974,39,305,15,14,15,6,14,14,15,15
1975,39,9927,16,1,16,16,1,16,13,13
1976,39,498,1,1,1,1,1,1,1,1
1977,49,6897,5,5,5,5,5,5,5,5
1978,39,5654,16,15,16,15,16,16,16,16
1979,49,9663,15,15,15,15,16,15,15,16
1980,66,6216,5,5,5,5,1,5,5,1
1981,111,8258,4,4,1,16,4,1,15,16
1982,74,10387,12,12,12,12,12,12,12,12
1983,57,6682,11,15,16,15,15,15,11,11
1984,94,3635,4,15,14,4,4,15,4,14
1985,111,10113,15,15,15,15,15,15,15,15
1986,113,3332,15,15,15,15,15,15,15,15
1987,51,9949,15,15,15,15,15,15,15,15
1988,66,651,1,1,1,1,1,1,1,1
1989,111,10520,1,1,1,1,1,1,1,1
1990,78,10270,15,16,15,15,10,10,15,16
1991,72,8824,15,15,11,11,15,15,11,11
1992,20,9528,15,15,14,8,15,8,14,14
1993,111,2916,18,13,18,13,13,13,13,13
1994,50,2704,13,7,7,17,1,13,7,1
1995,61,2053,13,15,13,15,15,15,15,15
1996,100,5402,17,1,17,1,13,7,13,16
1997,66,2804,1,1,7,13,16,17,7,7
1998,31,4203,13,13,13,1,1,13,1,13
1999,31,3931,4,4,4,17,13,17,13,4
2000,31,6919,13,17,17,13,13,17,13,13
2001,82,1478,13,1,1,1,7,13,7,7
2002,111,4602,4,4,4,15,15,15,15,15
2003,76,7200,13,7,7,7,4,4,17,4
2004,46,502,18,18,18,17,1,18,18,17
2005,58,5175,13,13,7,7,7,13,13,7
2006,92,1623,7,13,13,7,4,4,13,13
2007,101,6221,2,13,2,2,2,13,13,13
2008,88,1199,1,4,17,17,18,4,17,13
2009,111,4745,18,13,18,13,13,13,4,4
2010,29,1667,6,18,6,6,18,6,2,2
2011,89,3653,13,13,13,13,1,1,13,1
2012,43,1195,13,17,17,13,7,13,13,13
2013,113,161,19,4,13,14,13,14,14,14
2014,47,7194,1,1,1,13,13,13,13,13
2015,107,2220,7,18,18,18,13,18,18,13
2016,48,8259,1,16,4,1,1,4,4,16
2017,88,6516,15,18,15,15,18,18,18,18
2018,59,4469,17,13,7,17,13,7,13,13
2019,68,10098,18,18,18,4,18,18,9,9
2020,94,3549,15,15,15,15,15,15,15,15
2021,94,10341,8,18,18,6,7,6,6,7
2022,51,1530,11,11,15,11,15,11,11,11
2023,39,1748,8,8,8,8,8,19,19,8
2024,29,7145,1,1,1,1,16,16,1,16
2025,75,9860,1,1,1,1,1,1,1,1
2026,94,4892,1,10,1,1,8,8,1,8
2027,113,3130,1,1,1,1,1,1,1,1
2028,29,3146,10,10,15,15,15,15,15,15
2029,58,5612,8,8,19,8,19,8,19,8
2030,113,2261,15,15,15,15,15,15,15,15
2031,48,237,18,6,18,6,6,6,6,6
2032,101,10499,7,13,18,4,18,4,13,7
2033,48,6266,2,2,2,15,15,2,15,15
2034,113,6683,8,15,19,19,4,15,4,4
2035,20,8027,19,19,19,19,19,19,19,19
2036,51,6154,19,15,19,19,19,19,15,19
2037,113,8213,8,8,8,19,19,8,8,19
2038,48,4804,19,19,19,19,8,19,19,19
2039,66,138,7,7,13,13,7,7,13,7
2040,29,3385,4,4,1,4,19,19,19,4
2041,39,465,16,4,4,4,1,4,1,16
2042,39,6465,14,8,10,6,14,8,14,10
2043,49,2190,15,16,16,16,16,15,16,16
2044,39,6414,1,1,1,1,1,1,1,1
2045,49,2673,5,5,5,5,5,5,5,5
2046,46,7958,15,10,16,16,10,16,10,15
2047,101,5790,15,15,15,15,15,15,15,15
2048,42,8464,15,15,15,15,15,15,15,15
2049,45,9265,18,18,18,18,18,18,18,1
2050,111,6858,2,2,2,1,4,4,4,2
2051,50,4162,18,17,18,18,17,18,17,18
2052,47,2600,1,1,1,1,1,1,1,1
2053,37,947,7,13,13,13,13,13,7,13
2054,101,9404,4,4,18,13,7,7,18,15
2055,94,1489,7,18,13,18,15,15,13,18
2056,94,5673,13,18,13,4,13,13,18,13
2057,20,6823,13,1,7,1,7,13,13,18
2058,29,2317,7,7,1,7,1,1,1,7
2059,111,2058,18,4,16,16,16,4,18,4
2060,48,2855,1,1,1,1,1,1,1,1
2061,20,5548,16,16,16,16,16,16,16,15
2062,111,4018,15,15,15,16,16,16,16,16
2063,20,1282,15,15,15,15,15,15,15,15
2064,20,1491,19,1,19,1,1,1,1,1
2065,45,10252,1,19,19,1,19,1,19,19
2066,46,10009,18,18,18,18,1,18,1,18
2067,66,6785,1,1,1,1,1,1,1,1
2068,39,1819,1,13,13,13,1,13,13,1
2069,39,5622,6,6,18,6,6,18,18,6
2070,39,1388,15,15,16,15,16,15,16,15
2071,39,3536,15,1,1,15,1,15,1,1
2072,49,1671,15,1,16,16,16,15,16,1
2073,39,10277,16,16,16,16,16,16,16,16
2074,39,963,19,10,10,19,10,10,10,10
2075,20,6315,19,10,8,8,8,19,10,10
2076,64,4336,8,8,8,19,19,19,8,15
2077,48,5735,4,18,13,18,13,18,18,18
2078,58,4117,4,13,13,18,4,13,13,4
2079,46,1074,1,19,19,1,19,1,19,19
2080,45,9978,15,15,15,15,15,15,15,15
2081,39,2115,1,1,1,1,15,1,15,1
2082,39,5531,16,15,15,16,15,16,16,15
2083,39,10048,19,19,8,8,19,8,8,8
2084,39,4070,16,16,16,15,15,16,16,16
2085,39,1065,1,1,1,1,1,1,1,1
2086,39,1950,6,1,1,1,6,1,6,1
2087,39,1430,15,1,16,15,15,15,16,1
2088,39,3141,15,15,15,15,15,15,1,1
2089,71,3533,2,4,4,18,2,4,2,18
2090,71,935,4,1,4,1,1,4,4,4
2091,49,1176,16,16,15,15,16,15,15,15
2092,65,3534,10,8,15,8,10,8,8,10
2093,89,5022,1,8,8,8,8,8,1,1
2094,55,3780,8,8,8,8,8,8,8,8
2095,63,2971,8,8,8,8,8,8,8,8
2096,42,10396,8,8,8,8,8,8,8,8
2097,69,2918,8,16,15,15,16,15,8,14
2098,41,4835,12,8,15,8,15,8,8,15
2099,41,3462,15,15,8,8,15,14,15,18
2100,100,8393,1,14,1,14,1,1,14,14
2101,76,10333,8,8,8,8,8,8,8,8
2102,105,9660,15,10,12,12,8,15,8,12
2103,99,10241,14,8,8,14,14,14,8,8
2104,39,6834,15,15,15,15,15,15,15,15
2105,49,6120,7,7,2,7,4,4,7,2
2106,39,1019,15,15,15,15,15,15,15,15
2107,49,1608,1,1,1,1,1,1,1,1
2108,49,10471,8,8,8,8,8,8,8,8
2109,71,6095,6,18,4,4,18,18,18,4
2110,45,3607,6,10,15,10,15,15,10,15
2111,39,614,1,1,1,1,1,1,1,1
2112,39,9520,6,6,6,6,6,6,6,6
2113,49,3489,15,15,15,15,15,15,15,15
2114,39,4344,5,5,5,5,5,5,5,5
2115,39,7051,10,10,15,10,15,10,15,15
2116,24,7557,15,15,15,15,15,15,15,15
2117,74,7755,15,15,15,15,15,15,15,15
2118,79,1597,11,11,11,11,15,11,15,15
2119,36,3390,8,8,8,12,12,12,12,12
2120,109,4269,8,8,8,8,8,8,8,8
2121,108,9245,16,1,16,1,16,1,16,16
2122,108,3479,14,8,14,14,8,12,14,8
2123,73,9621,15,15,15,15,15,15,15,15
2124,90,10487,14,8,15,8,8,14,14,14
2125,98,2153,10,8,8,10,10,10,10,8
2126,103,7290,8,8,8,8,8,8,8,8
2127,103,9817,8,8,8,8,8,8,8,8
2128,80,3462,15,15,8,8,15,8,8,15
2129,38,365,17,17,17,17,1,1,1,17
2130,30,6121,8,8,8,8,8,8,8,8
2131,30,2044,16,1,1,16,1,16,16,1
2132,83,1021,15,15,15,15,15,15,15,15
2133,91,5387,17,17,1,1,1,17,1,17
2134,91,6224,15,15,15,15,15,15,15,15
2135,91,8918,8,8,14,14,8,14,14,8
2136,104,7163,15,15,15,15,15,15,15,15
2137,104,8520,15,15,8,8,8,15,8,15
2138,59,8954,1,1,1,1,1,1,1,1
2139,59,6936,1,1,1,1,1,1,1,1
2140,21,4838,15,15,15,15,15,15,15,15
2141,21,3049,15,15,15,15,15,15,15,15
2142,21,7786,15,15,15,15,15,15,15,15
2143,21,1029,15,15,15,15,10,8,8,8
2144,44,6328,15,15,15,15,15,15,15,15
2145,34,4512,15,15,15,15,15,15,15,15
2146,54,1356,1,1,1,1,1,1,1,1
2147,39,216,15,15,15,15,15,15,15,15
2148,49,7795,8,14,2,19,2,8,19,8
2149,39,5535,15,15,15,15,15,15,15,15
2150,39,6353,15,15,15,15,15,15,15,15
2151,28,2945,11,11,15,15,15,15,11,11
2152,39,10483,15,15,15,15,15,15,15,15
2153,39,6474,15,15,15,15,15,15,15,15
2154,89,1479,15,1,1,1,1,1,1,15
2155,60,1477,15,15,1,1,15,1,1,1
2156,46,463,15,15,15,15,15,15,15,15
2157,113,841,1,1,1,1,1,1,1,1
2158,48,6662,15,15,15,15,15,15,15,15
2159,45,8641,15,1,1,1,16,16,1,1
2160,45,4069,1,1,16,1,16,1,16,1
2161,71,880,1,15,15,1,16,1,15,16
2162,71,7377,1,1,1,1,1,1,1,1
2163,71,7653,1,1,1,1,1,1,1,1
2164,66,794,16,1,15,16,15,16,1,15
2165,58,2083,1,1,1,1,1,1,1,1
2166,58,7665,15,15,15,15,15,15,15,15
2167,29,1136,1,1,1,1,1,1,1,1
2168,31,1012,1,15,15,15,15,15,1,15
2169,31,3414,4,1,1,1,1,6,1,1
2170,72,573,15,15,15,15,15,15,15,15
2171,94,10370,1,1,1,1,1,1,1,1
2172,94,4556,19,19,2,2,2,2,19,2
2173,48,10517,16,16,1,16,16,16,16,1
2174,48,6438,6,6,6,6,6,6,6,6
2175,48,10491,1,1,1,16,16,16,16,16
2176,20,7577,10,10,15,15,15,10,15,15
2177,20,7010,1,1,1,1,1,1,1,1
2178,20,9243,15,1,1,16,1,15,16,1
2179,71,1131,4,15,8,15,4,8,4,15
2180,66,5405,10,10,10,10,1,1,10,10
2181,29,10500,18,18,1,1,18,18,1,18
2182,29,661,1,16,16,16,1,16,16,1
2183,29,8407,14,8,8,8,8,8,8,14
2184,31,8589,8,8,10,15,15,8,10,8
2185,51,10518,15,15,15,16,16,16,16,16
2186,88,908,5,5,5,5,5,5,5,5
2187,39,6172,15,15,15,15,15,15,15,15
2188,39,8931,15,15,15,15,15,15,15,15
2189,39,583,1,8,8,1,1,1,8,6
2190,68,8315,15,15,15,15,15,15,15,15
2191,39,9563,18,6,2,18,6,18,18,2
2192,39,3724,15,15,15,15,15,15,15,15
2193,39,2510,1,15,1,1,1,15,15,15
2194,39,4088,6,8,8,6,6,8,8,6
2195,39,4765,8,8,8,8,19,8,19,19
2196,39,9190,10,10,10,10,10,10,10,10
2197,39,9650,15,10,10,10,15,6,6,10
2198,39,9467,1,1,15,1,1,15,15,15
2199,58,8412,15,15,15,15,15,15,15,15
2200,88,3781,15,15,15,15,15,15,15,15
2201,64,5294,15,15,15,15,15,15,15,15
2202,46,5437,1,1,1,1,1,1,1,1
2203,35,5921,8,2,8,2,2,8,8,8
2204,94,10366,2,2,2,2,2,2,6,19
2205,31,10157,10,15,15,10,1,10,15,1
2206,46,10419,1,1,15,1,15,1,1,1
2207,58,9960,4,4,1,1,16,4,15,1
2208,39,7055,16,16,16,1,1,1,1,1
2209,39,2155,15,15,15,15,15,15,15,15
2210,39,8397,4,7,7,18,18,7,1,1
2211,39,9861,1,1,1,1,1,1,1,1
2212,39,6966,1,1,1,1,1,1,1,1
2213,39,7965,18,18,16,18,16,16,18,4
2214,39,2463,8,8,8,8,8,8,8,8
2215,43,10379,1,1,1,1,1,1,1,1
2216,64,9487,1,1,17,1,17,17,17,17
2217,72,6501,1,1,1,1,17,17,1,17
2218,31,764,1,1,1,1,1,1,1,1
2219,60,6800,15,15,15,15,15,15,15,15
2220,39,1146,15,15,15,15,15,15,15,15
2221,39,8640,15,15,15,15,15,15,15,15
2222,39,4611,1,1,1,1,1,1,1,1
2223,39,7921,10,6,6,10,10,6,6,10
2224,37,8892,10,6,6,10,6,10,6,10
2225,39,689,15,15,15,15,15,15,15,15
2226,39,2355,15,15,15,15,15,15,15,15
2227,48,1867,2,2,2,2,2,2,2,2
2228,20,7582,15,15,15,15,15,15,15,15
2229,46,1318,15,15,15,15,15,15,15,15
2230,39,1352,15,15,15,15,15,15,15,15
2231,39,4841,8,19,8,1,8,8,1,1
2232,39,8643,16,16,15,15,16,14,15,15
2233,49,8171,1,1,1,1,1,1,1,1
2234,39,5722,15,1,1,15,1,1,1,1
2235,39,3658,1,1,1,15,1,15,15,1
2236,39,524,8,15,15,8,8,8,8,15
2237,39,6563,4,15,1,1,15,15,15,4
2238,39,7253,11,2,6,2,6,11,6,6
2239,39,548,5,5,5,5,5,5,5,5
2240,49,5087,1,11,15,16,11,16,16,15
2241,49,2865,1,1,1,1,1,1,1,1
2242,39,6947,8,8,8,8,15,15,15,15
2243,58,7734,19,19,19,19,19,19,19,19
2244,39,142,9,9,19,9,9,9,9,9
2245,39,9437,10,15,10,15,10,15,10,10
2246,23,7058,5,1,5,1,1,1,5,5
2247,39,9900,1,1,1,1,1,16,16,1
2248,39,2829,10,15,10,15,10,15,15,15
2249,39,5810,15,15,15,15,15,15,15,15
2250,39,7177,8,8,8,6,8,8,8,6
2251,39,1179,1,1,1,1,1,1,1,1
2252,39,2833,15,15,15,15,15,15,15,15
2253,39,9200,15,15,15,15,15,15,15,15
2254,39,3496,19,19,14,19,8,14,14,8
2255,39,8388,16,1,1,1,16,16,16,16
2256,39,8332,16,16,16,16,16,16,16,16
2257,39,6461,15,15,15,15,15,15,15,15
2258,23,7871,15,1,15,1,15,15,1,15
2259,39,2617,15,15,15,15,15,15,15,15
2260,111,6651,15,15,15,15,6,18,8,15
2261,20,7713,15,15,15,15,15,15,15,15
2262,60,2593,8,8,2,2,2,2,8,2
2263,48,1330,15,15,15,15,15,15,15,15
2264,20,9937,15,15,15,15,15,15,15,15
2265,20,3433,1,8,1,1,8,8,1,8
2266,58,8244,1,1,1,1,1,1,1,1
2267,62,7263,15,15,15,15,15,15,15,15
2268,113,7310,15,15,15,1,1,1,1,15
2269,39,2900,8,6,8,8,6,6,6,6
2270,39,3264,1,1,1,1,1,7,13,7
2271,39,2974,13,1,1,18,7,1,1,1
2272,39,7985,1,1,1,1,1,1,1,1
2273,39,7039,15,15,15,15,15,15,15,15
2274,39,9709,15,15,15,11,15,11,15,11
2275,39,2552,1,1,1,1,1,1,1,1
2276,39,8874,15,15,15,15,15,15,15,15
2277,55,6979,1,1,1,1,1,1,1,1
2278,76,3578,15,15,15,15,15,15,15,15
2279,35,7208,19,6,6,6,6,6,2,19
2280,48,1960,6,19,8,8,19,2,6,6
2281,27,1751,2,2,2,2,2,2,6,6
2282,38,8944,19,6,18,18,19,6,6,18
2283,89,8944,18,6,19,19,6,18,6,6
2284,20,5100,2,18,18,18,2,2,18,2
2285,111,6163,16,1,1,16,1,1,16,15
2286,111,9846,18,6,18,6,18,6,6,15
2287,111,6402,14,10,10,10,10,1,1,14
2288,66,4696,1,1,1,1,1,1,1,1
2289,111,8377,6,18,6,6,6,4,4,4
2290,20,9271,15,1,1,1,1,1,15,1
2291,20,6504,1,1,1,1,1,1,1,1
2292,111,1963,6,6,6,6,6,6,8,6
2293,111,9488,2,2,19,2,2,19,2,2
2294,48,9652,1,1,1,1,1,10,10,10
2295,111,6039,1,1,1,1,1,1,1,1
2296,20,8942,1,1,1,1,1,1,1,1
2297,45,8744,1,1,1,1,1,1,1,1
2298,71,5297,1,1,1,1,1,1,1,1
2299,66,7973,1,1,1,1,1,1,1,1
2300,39,6334,1,13,13,13,1,1,13,1
2301,39,10132,1,16,1,1,1,16,16,16
2302,39,9658,1,15,15,1,15,1,1,15
2303,39,10452,1,10,1,10,1,10,10,10
2304,49,2080,15,16,15,15,16,15,16,16
2305,39,5353,8,8,19,19,19,8,19,10
2306,39,7399,1,1,1,1,1,1,1,1
2307,39,3320,8,8,10,10,8,15,10,8
2308,39,359,15,15,15,1,15,1,1,15
2309,39,9391,2,6,2,2,15,2,6,15
2310,39,9545,7,7,17,17,7,7,17,7
2311,39,9863,15,1,15,1,15,15,1,1
2312,39,5144,16,15,1,15,15,16,15,16
2313,48,4622,15,15,15,15,15,15,15,15
2314,74,4246,1,15,1,15,15,15,1,1
2315,111,7555,4,18,18,13,4,4,13,18
2316,66,2793,13,13,13,15,15,15,15,13
2317,111,4562,9,9,9,9,9,9,9,9
2318,111,1363,11,6,11,11,6,11,6,6
2319,94,1836,6,6,6,15,15,15,15,6
2320,71,4431,18,6,11,11,6,11,11,11
2321,111,5848,1,1,18,18,1,16,1,6
2322,48,8872,18,6,6,6,18,18,16,1
2323,111,1776,1,2,2,2,2,1,1,2
2324,71,5782,2,2,1,1,1,1,1,2
2325,75,3392,6,6,15,6,15,15,6,6
2326,94,6856,6,6,6,6,6,6,6,15
2327,111,665,6,6,15,15,6,6,15,6
2328,58,10039,6,15,6,6,6,15,15,6
2329,111,3702,1,1,1,1,14,1,1,1
2330,111,2169,14,14,6,6,18,6,18,6
2331,20,3423,16,16,15,16,16,16,16,15
2332,20,9739,1,1,1,1,1,1,1,1
2333,20,668,15,15,15,15,15,15,1,1
2334,20,3848,1,1,1,1,1,1,1,1
2335,20,5230,8,8,15,15,8,15,15,8
2336,48,6019,15,15,15,15,15,15,15,15
2337,20,6975,15,6,6,6,18,6,15,6
2338,66,8939,15,15,15,18,6,15,18,15
2339,66,2370,1,1,1,1,1,1,1,1
2340,39,5145,16,1,16,1,1,16,1,16
2341,39,5961,10,10,10,10,10,10,10,10
2342,39,9836,15,15,1,16,16,15,15,1
2343,39,936,11,15,6,11,15,15,11,15
2344,39,7552,2,19,2,2,2,19,2,2
2345,39,3818,4,15,6,4,8,18,15,18
2346,24,3818,15,15,13,18,18,15,18,18
2347,39,10410,15,15,1,15,15,1,15,1
2348,39,6368,15,15,15,15,15,15,15,15
2349,39,10308,15,15,15,15,15,15,15,15
2350,39,2551,15,15,15,15,15,15,15,15
2351,39,8042,15,15,15,15,15,15,15,15
2352,28,3165,1,15,1,1,15,11,11,1
2353,49,9887,15,15,15,15,15,15,15,15
2354,39,10310,1,1,8,1,8,1,1,8
2355,49,2808,15,15,15,15,15,15,15,15
2356,39,10034,15,15,15,15,15,15,15,15
2357,39,8076,15,15,15,15,9,9,15,15
2358,39,7181,15,15,15,15,15,15,15,15
2359,39,7874,16,15,16,15,15,15,16,15
2360,49,3586,15,15,1,1,1,1,15,15
2361,28,5104,15,15,15,15,15,15,15,15
2362,28,8584,8,19,19,8,19,19,8,19
2363,28,5457,1,1,15,1,15,15,15,1
2364,28,5366,2,19,19,19,19,2,2,2
2365,45,5416,1,13,13,18,18,18,13,18
2366,20,9582,18,18,18,2,2,18,2,1
2367,45,7300,19,19,19,19,19,19,19,19
2368,58,267,19,19,19,19,19,19,19,19
2369,20,1216,15,4,4,15,15,15,4,15
2370,32,5129,19,2,19,19,2,19,2,2
2371,20,5129,2,15,2,2,19,15,19,2
2372,66,1884,2,19,2,19,2,19,19,2
2373,20,3231,6,6,6,6,6,1,1,6
2374,20,200,10,10,1,10,10,1,10,10
2375,78,1337,19,19,19,19,19,19,19,19
2376,20,5718,19,19,19,19,19,19,19,19
2377,58,4645,19,19,1,1,1,8,1,19
2378,88,6791,19,19,19,19,19,19,19,19
2379,20,6748,1,1,1,1,1,1,1,1
2380,20,3960,19,19,19,19,19,19,19,19
2381,20,699,19,19,19,19,19,19,19,19
2382,20,6695,15,15,15,15,15,15,15,15
2383,20,9273,15,15,14,15,10,15,8,10
2384,20,6610,6,16,6,16,6,8,1,8
2385,20,7922,1,1,15,1,1,15,1,15
2386,20,2046,18,18,18,1,1,1,18,1
2387,71,5679,6,1,6,1,6,18,6,1
2388,20,709,1,1,1,1,1,1,1,1
2389,20,2878,1,1,1,1,1,1,1,1
2390,20,967,15,15,15,15,15,15,15,15
2391,20,4199,14,14,6,6,14,8,14,8
2392,20,5997,6,11,6,6,6,6,11,6
2393,20,3830,18,18,18,18,18,18,18,18
2394,20,2805,9,1,1,9,9,9,1,9
2395,28,2621,15,8,8,8,15,8,15,15
2396,49,2567,15,15,15,15,15,15,15,15
2397,39,7322,15,15,16,15,16,15,16,15
2398,39,3386,16,16,16,1,1,1,1,1
2399,68,1575,8,8,8,18,18,18,1,1
2400,49,3073,10,10,10,1,15,10,15,15
2401,28,1674,1,16,1,1,1,16,16,1
2402,39,6799,1,15,1,1,15,1,15,15
2403,39,9549,1,1,1,6,6,1,1,6
2404,61,3517,15,19,19,8,19,19,8,15
2405,39,3759,15,15,15,15,15,15,15,15
2406,28,9136,8,8,6,6,8,8,6,6
2407,28,2862,1,1,16,1,1,16,1,1
2408,39,2288,1,1,16,16,16,16,1,1
2409,49,1839,15,15,15,15,15,15,15,15
2410,39,5687,5,5,5,5,5,5,5,5
2411,37,1470,7,2,7,7,2,2,7,7
2412,28,3815,1,16,1,1,1,16,1,16
2413,28,1373,16,16,16,16,16,16,16,16
2414,28,3556,2,1,2,2,2,1,1,2
2415,39,597,1,1,1,1,1,1,1,1
2416,28,7252,1,1,1,1,1,1,1,1
2417,28,425,15,15,15,15,15,15,15,15
2418,28,6505,1,1,1,1,10,1,1,10
2419,39,7226,15,15,15,15,15,15,15,15
2420,28,4989,1,15,1,15,1,1,1,1
2421,28,1279,15,8,15,8,8,8,15,8
2422,28,5096,15,16,1,1,16,1,15,16
2423,28,1335,2,1,2,1,2,2,2,2
2424,28,9292,1,1,1,1,1,1,1,1
2425,49,929,1,1,1,1,1,1,1,1
2426,28,5919,1,1,1,16,16,1,16,16
2427,37,3800,10,12,12,10,10,12,12,12
2428,113,8199,15,15,15,15,15,15,15,15
2429,66,2074,19,19,19,19,19,19,19,19
2430,31,331,19,19,19,19,19,19,19,19
2431,51,5116,19,19,19,19,19,19,19,19
2432,88,2356,19,19,19,19,19,19,19,19
2433,113,7997,19,19,19,19,19,19,19,19
2434,94,3892,1,1,1,1,1,1,1,1
2435,32,1721,19,19,19,19,19,19,19,19
2436,86,9174,15,15,15,15,15,15,15,15
2437,78,5414,8,8,6,6,6,6,8,8
2438,92,8328,15,15,15,15,15,15,15,15
2439,92,7091,15,8,8,15,15,8,15,8
2440,78,5321,8,15,18,15,18,8,6,15
2441,46,9367,2,2,19,2,19,6,6,19
2442,75,1254,2,2,2,2,2,2,2,2
2443,37,3838,9,9,9,6,8,2,6,9
2444,89,7600,6,6,6,6,2,2,18,6
2445,64,8102,2,6,2,15,6,2,2,2
2446,86,10162,6,2,6,6,6,6,6,2
2447,37,9165,6,2,6,2,6,2,2,6
2448,55,7711,2,2,2,2,2,6,2,2
2449,67,8325,2,6,2,2,2,6,6,6
2450,101,4245,6,6,6,6,6,6,6,6
2451,78,7342,8,6,6,15,6,15,8,15
2452,75,5853,15,15,15,15,15,15,15,15
2453,75,574,18,18,18,18,18,18,18,18
2454,39,9654,5,5,5,5,5,5,5,5
2455,28,2802,1,1,1,1,1,1,1,1
2456,28,9138,15,6,15,6,15,6,8,6
2457,28,8157,15,15,15,15,15,15,15,15
2458,39,3525,10,1,10,1,8,8,1,10
2459,49,3699,1,1,1,1,1,1,1,1
2460,39,7243,15,16,15,15,16,16,16,15
2461,39,6051,1,1,1,1,1,1,1,1
2462,28,9055,15,15,15,15,15,15,15,15
2463,39,316,15,15,15,15,15,15,15,15
2464,28,7287,19,19,19,19,19,19,19,19
2465,28,9166,2,6,6,2,2,6,6,2
2466,47,4913,19,19,19,19,19,19,19,19
2467,71,8840,19,19,8,8,8,15,8,19
2468,51,2140,1,1,1,1,1,1,1,1
2469,61,7798,2,2,19,8,19,19,8,8
2470,47,3144,8,19,8,2,2,19,2,8
2471,28,5141,1,1,1,1,1,1,1,1
2472,39,10115,15,15,16,16,15,16,1,15
2473,39,7895,8,8,8,8,15,15,8,8
2474,28,8153,16,16,1,16,1,1,1,16
2475,28,9062,7,13,13,7,13,13,7,7
2476,28,3717,15,15,15,15,19,15,19,19
2477,28,832,8,8,10,10,8,10,8,8
2478,49,9297,15,15,15,15,15,15,15,15
2479,39,2856,15,15,15,15,15,15,15,15
2480,23,9708,15,15,15,15,15,15,15,15
2481,41,9062,17,15,15,17,16,17,17,15
2482,28,1350,7,7,7,13,13,13,7,7
2483,28,7452,1,1,1,1,1,1,1,1
2484,28,5623,10,10,10,6,6,6,10,10
2485,39,8381,15,16,15,16,16,15,15,16
2486,28,210,16,15,16,15,16,16,16,16
2487,28,2379,2,2,6,2,6,6,2,2
2488,28,205,16,1,1,16,1,1,16,16
2489,39,5239,17,15,17,15,17,17,15,17
2490,28,7369,1,1,1,1,1,1,1,1
2491,39,8314,15,15,15,15,15,15,15,15
2492,23,3465,15,15,15,15,15,15,15,15
2493,49,10025,15,1,1,15,15,1,15,15
2494,49,2191,2,2,2,2,2,2,2,2
2495,39,3886,8,14,12,12,10,14,10,12
2496,28,5550,1,10,1,10,10,1,10,1
2497,28,9586,16,16,16,1,1,1,1,1
2498,31,3577,6,1,1,1,6,6,1,1
2499,28,9065,15,1,1,1,15,1,15,1
2500,28,8492,1,1,1,1,1,1,1,1
2501,39,5825,15,16,15,16,15,16,15,16
2502,28,2442,8,1,8,8,8,10,10,8
